 0.33333    0.00000    0.02778 
 0.83333    0.50000    0.02778 
 0.74083    0.77751    0.05861 
 0.24083    0.27751    0.05861 
 0.24083    0.72249    0.05861 
 0.74083    0.22249    0.05861 
 0.51834    0.00000    0.05861 
 0.01834    0.50000    0.05861 
 0.00000    0.00000    0.06473 
 0.50000    0.50000    0.06473 
 0.83333    0.00000    0.11112 
 0.33333    0.50000    0.11112 
 0.58333    0.25000    0.11112 
 0.08333    0.75000    0.11112 
 0.58333    0.75000    0.11112 
 0.08333    0.25000    0.11112 
 0.50000    0.00000    0.88889 
 0.00000    0.50000    0.88889 
 0.25000    0.25000    0.88889 
 0.75000    0.75000    0.88889 
 0.25000    0.75000    0.88889 
 0.75000    0.25000    0.88889 
 0.33333    0.00000    0.93528 
 0.83333    0.50000    0.93528 
 0.09250    0.27751    0.94138 
 0.59250    0.77751    0.94138 
 0.31499    0.50000    0.94138 
 0.81499    0.00000    0.94138 
 0.59250    0.22249    0.94138 
 0.09250    0.72249    0.94138 
 0.00000    0.00000    0.97222 
 0.50000    0.50000    0.97222 
 0.66667    0.00000    1.00000 
 0.16667    0.50000    1.00000 
